country_code,country_name,wb_region,wb_income,isic_section_index,isic_section_name,industry_id,industry_name,growth_rate_2015,growth_rate_2016,growth_rate_2017,growth_rate_2018,growth_rate_2019
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,50,Architecture & Planning,-2.985074627,1.5625,1.538461538,1.470588235,-4.166666667
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,70,Research,-6.374501992,-6.22406639,-0.423728814,0.418410042,-2.822580645
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,80,Marketing & Advertising,-1.084598698,0.444444444,-0.224719101,0,-1.101321586
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,86,Environmental Services,-7.142857143,-8.256880734,-9.523809524,-6.060606061,0
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,99,Design,-10.66666667,-1.438848921,-1.470588235,-1.503759398,0.757575758
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,105,Professional Training & Coaching,0,2.247191011,8.045977011,8.045977011,1.063829787
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-3.184713376,5.696202532,0.584795322,2.941176471,-4.444444444
af,Afghanistan,South Asia,Low income,R,"Arts, entertainment and recreation ",28,Entertainment,-6.451612903,-3.333333333,-5,-4.918032787,-3.225806452
af,Afghanistan,South Asia,Low income,R,"Arts, entertainment and recreation ",33,Sports,-7.692307692,-4.918032787,0,-1.612903226,-1.639344262
af,Afghanistan,South Asia,Low income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",3.603603604,-2.678571429,0.925925926,0.917431193,0.909090909
al,Albania,Europe & Central Asia,Upper middle income,B,Mining and quarrying,56,Mining & Metals,-7.518796992,-3.968253968,6.666666667,0.775193798,0.775193798
al,Albania,Europe & Central Asia,Upper middle income,B,Mining and quarrying,57,Oil & Energy,0.755667506,-0.998751561,-1.458080194,-1.344743276,-1.792114695
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,15,Pharmaceuticals,-6.14334471,-1.454545455,-1.060070671,-1.428571429,1.785714286
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,23,Food Production,13.55932203,3.076923077,4.761904762,1.612903226,0
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,52,Aviation & Aerospace,-9.090909091,-7.936507937,-6.666666667,9.090909091,3.225806452
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,53,Automotive,4.716981132,3.827751196,4.265402844,2.803738318,0.896860987
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,54,Chemicals,-3.278688525,3.389830508,1.666666667,1.639344262,3.174603175
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,55,Machinery,-1.754385965,-1.754385965,7.547169811,7.843137255,11.53846154
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-5.780346821,0.606060606,-4.678362573,-2.380952381,-1.183431953
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,144,Renewables & Environment,6.578947368,0,1.149425287,-3.260869565,-4.395604396
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,4,Computer Software,-10.30927835,-8.695652174,-5.733333333,-1.728723404,-1.822916667
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,6,Internet,-5.583756345,-3.350515464,-4.797979798,-3.990024938,-3.170731707
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,8,Telecommunications,-11.63376732,-10.51224944,-11.27289807,-8.066971081,-4.69583778
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,36,Broadcast Media,-6.053268765,-5.076142132,-4.485488127,-1.6,-2.105263158
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,82,Publishing,0,2.173913043,4.347826087,3.092783505,-0.970873786
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,96,Information Technology & Services,-9.419014085,-8.025247971,-3.006189213,-2.333333333,-3.335980937
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,113,Online Media,-6.896551724,-6.666666667,-11.47540984,0,-5
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,126,Media Production,-14.84375,-18.75,-12.39669421,-10.92436975,-2.727272727
al,Albania,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,41,Banking,-8.85129819,-8.556577369,-6.996726678,-3.548795944,-0.426985482
al,Albania,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,42,Insurance,-3.787878788,0.793650794,1.185770751,2.777777778,2.651515152
al,Albania,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,43,Financial Services,-6.132075472,-7.062600321,-6.946688207,-5.64516129,-0.802568218
al,Albania,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,46,Investment Management,2.197802198,5.319148936,4.716981132,1.739130435,-5.785123967
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,9,Law Practice,-7.692307692,-3.614457831,-7.407407407,-4.938271605,-2.53164557
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,10,Legal Services,1.090909091,-1.444043321,1.792114695,-1.689189189,-0.67114094
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,11,Management Consulting,-6.26566416,-12.37864078,-9.975062344,-6.020942408,-0.268096515
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,47,Accounting,-12.85714286,-8.121827411,-5.789473684,-4.918032787,-3.389830508
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,50,Architecture & Planning,-5.185185185,-3.731343284,-2.272727273,-3.03030303,-1.503759398
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,70,Research,-14.28571429,-13.40206186,-17.47572816,-14.70588235,-2.173913043
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,80,Marketing & Advertising,-7.625649913,-3.473491773,0,-1.58172232,-0.342465753
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,86,Environmental Services,2.898550725,2.985074627,1.449275362,-2.739726027,-2.777777778
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,99,Design,-10.78431373,-2.105263158,-7.291666667,0,-1.086956522
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,108,Translation & Localization,-5.405405405,-14.28571429,-8.536585366,-5.882352941,-2.298850575
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,110,Events Services,-12.34567901,-10,-8,1.428571429,5.714285714
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,-5.993690852,-3.618421053,-2.693602694,0,-3.80952381
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,5.208333333,10,22.35294118,15.2173913,7.692307692
al,Albania,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation ",28,Entertainment,-10,-2.02020202,-5.940594059,-4.255319149,0
al,Albania,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation ",33,Sports,8.602150538,-4.210526316,-2.298850575,4.819277108,5.952380952
al,Albania,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",0,-2.777777778,1.923076923,2.912621359,0
am,Armenia,Europe & Central Asia,Upper middle income,B,Mining and quarrying,56,Mining & Metals,-3.947368421,1.333333333,2.564102564,-2.409638554,0
am,Armenia,Europe & Central Asia,Upper middle income,B,Mining and quarrying,57,Oil & Energy,7.594936709,5.063291139,1.219512195,1.219512195,3.797468354
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,15,Pharmaceuticals,-3.20855615,-3.278688525,-2.631578947,-2.564102564,-2.487562189
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,23,Food Production,-1.098901099,-10.86956522,2.5,-3.797468354,1.298701299
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,52,Aviation & Aerospace,2.857142857,5.633802817,1.388888889,-5.479452055,-2.857142857
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,53,Automotive,10.34482759,17.07317073,5.494505495,7.608695652,4.166666667
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-6.849315068,-5.147058824,-7.258064516,-1.754385965,-0.854700855
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,147,Industrial Automation,-3.448275862,13.55932203,10.95890411,-10.97560976,-2.53164557
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,4,Computer Software,-8.08988764,-2.538461538,-2.7266028,-2.861230329,2.127659574
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,6,Internet,7.931034483,-3.548387097,1.286173633,-1.208459215,-1.704545455
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,8,Telecommunications,-5.799151344,-3.12267658,-5.447761194,-5.755947813,-3.259141494
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,35,Motion Pictures & Film,-3.571428571,-3.703703704,-3.703703704,-1.851851852,1.886792453
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,36,Broadcast Media,9.523809524,8.064516129,3.225806452,1.694915254,-1.694915254
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,96,Information Technology & Services,-2.272727273,-4.068169324,-1.680216802,0.466321244,2.478134111
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,126,Media Production,-8.074534161,0.684931507,-2.649006623,-4.605263158,-4.081632653
am,Armenia,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,41,Banking,-4.561949196,-3.918322296,-2.08937899,-0.868055556,-0.17211704
am,Armenia,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,42,Insurance,-6.299212598,-7.234042553,-6.018518519,-7.211538462,-3.092783505
am,Armenia,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,43,Financial Services,-2.759526938,-4.216073781,-4.375804376,-5,-3.994845361
am,Armenia,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,10,Legal Services,-9.782608696,-9.411764706,-2.469135802,-4.819277108,0
am,Armenia,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,11,Management Consulting,-3.10880829,-3.10880829,-4.47761194,-1.507537688,-1.960784314
am,Armenia,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,47,Accounting,-8.070175439,-7.692307692,-3.053435115,-0.778210117,-2.307692308
am,Armenia,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,50,Architecture & Planning,-6.756756757,-13.15789474,-12.5,-4.285714286,-2.898550725
am,Armenia,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,70,Research,-7.555555556,-8.675799087,-8.450704225,-10.19417476,-3.743315508
am,Armenia,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,80,Marketing & Advertising,-6.989247312,-6,-0.874635569,-4.507042254,1.420454545
am,Armenia,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,99,Design,-6.25,-6.756756757,-9.333333333,5.555555556,1.315789474
am,Armenia,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-5.309734513,-11.81818182,0,-9.803921569,-6.593406593
am,Armenia,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation ",33,Sports,3.278688525,-3.174603175,-1.694915254,6.896551724,4.761904762
am,Armenia,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation ",115,Music,1.369863014,1.388888889,1.369863014,-2.666666667,0
am,Armenia,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",0,0.917431193,2.830188679,-1.769911504,0
ao,Angola,Sub-Saharan Africa ,Lower middle income,B,Mining and quarrying,56,Mining & Metals,1.013513514,1.700680272,-2.317880795,-1.315789474,-2.912621359
ao,Angola,Sub-Saharan Africa ,Lower middle income,B,Mining and quarrying,57,Oil & Energy,-5.129570465,-5.255065123,-4.034048853,-1.630177234,0.028476507
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,15,Pharmaceuticals,0.952380952,1.98019802,7.070707071,8.333333333,0
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,23,Food Production,12.08791209,12.22222222,6.741573034,11.62790698,3.157894737
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,52,Aviation & Aerospace,9.090909091,8.928571429,3.278688525,1.587301587,11.47540984
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,53,Automotive,0.53285968,-0.724637681,2.919708029,1.598579041,0.884955752
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,54,Chemicals,4.910714286,2.283105023,3.791469194,0.917431193,1.357466063
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,55,Machinery,-1.506024096,-1.529051988,-2.777777778,-0.320512821,0.318471338
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,83,Printing,3.921568627,-3.773584906,-1.960784314,-5.555555556,0
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,112,Electrical & Electronic Manufacturing,1.639344262,5.042016807,2.857142857,0.4,-0.389105058
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,144,Renewables & Environment,4.054054054,0,-7.5,-3.703703704,1.265822785
ao,Angola,Sub-Saharan Africa ,Lower middle income,C,Manufacturing,146,Packaging & Containers,5.357142857,9.615384615,3.773584906,1.785714286,6.779661017
